Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Restaurant ID,Restaurant Name,Country Code,Country,City.1,Address,Locality,Locality Verbose,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes
VADRES06DEL01,25,4.4,22.31279,73.170283,22.35279,73.210283,"Thursday, March 24, 2022",2:20:00 PM,2:35:00 PM,Sandstorms,High,0,Drinks,motorcycle,1,No,Metropolitian,34,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES06DEL02,30,4.3,22.31279,73.170283,22.33279,73.190283,"Wednesday, May 4, 2022",8:15:00 AM,8:25:00 AM,Windy,Low,0,Snack,motorcycle,1,No,Metropolitian,29,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
BHPRES06DEL01,22,5,23.232357,77.429989,23.342357,77.539989,"Friday, February 18, 2022",10:45:00 PM,10:55:00 PM,Stormy,Low,0,Snack,motorcycle,1,No,Metropolitian,21,2600031,10 Downing Street,1,India,Bhopal,"Third Floor, DB City Mall, Maharana Pratap Nagar, Bhopal","DB City, Maharana Pratap Nagar","DB City, Maharana Pratap Nagar, Bhopal","North Indian, Chinese",1000,Indian Rupees(Rs.),No,No,No,3,4,Green,Very Good,257
KNPRES010DEL03,21,4.8,26.47775,80.351569,26.53775,80.411569,"Tuesday, February 15, 2022",8:40:00 PM,8:55:00 PM,Cloudy,Jam,0,Meal,motorcycle,1,No,Metropolitian,24,2300018,Little Chef,1,India,Kanpur,"15/198- A, Near Civil Court, Civil Lines, Near, Mall Road, Kanpur",Mall Road,"Mall Road, Kanpur","North Indian, Fast Food",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,158
KNPRES010DEL01,21,4.8,26.47775,80.351569,26.58775,80.461569,"Monday, February 14, 2022",6:20:00 PM,6:25:00 PM,Cloudy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,42,2300018,Little Chef,1,India,Kanpur,"15/198- A, Near Civil Court, Civil Lines, Near, Mall Road, Kanpur",Mall Road,"Mall Road, Kanpur","North Indian, Fast Food",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,158
KNPRES010DEL01,24,4.7,26.47775,80.351569,26.51775,80.391569,"Wednesday, November 2, 2022",12:20:00 PM,12:35:00 PM,Windy,High,0,Meal,motorcycle,1,No,Metropolitian,19,2300018,Little Chef,1,India,Kanpur,"15/198- A, Near Civil Court, Civil Lines, Near, Mall Road, Kanpur",Mall Road,"Mall Road, Kanpur","North Indian, Fast Food",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,158
VADRES20DEL01,21,4.1,22.311358,73.164798,22.321358,73.174798,"Monday, March 21, 2022",9:30:00 AM,9:35:00 AM,Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,16,3200034,Tomato's,1,India,Vadodara,"1st Floor, Aditi Plaza, Beside IDBI Bank, Race Course Road,  ., Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara","North Indian, Mughlai, Mexican, Thai",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,395
VADRES06DEL01,29,4,22.31279,73.170283,22.32279,73.180283,"Thursday, November 3, 2022",8:10:00 AM,8:20:00 AM,Windy,Low,0,Drinks,motorcycle,0,No,Metropolitian,24,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES20DEL02,24,4.9,22.311358,73.164798,22.441358,73.294798,"Thursday, February 3, 2022",11:25:00 PM,11:35:00 PM,Cloudy,Low,0,Snack,motorcycle,0,No,Metropolitian,21,3200034,Tomato's,1,India,Vadodara,"1st Floor, Aditi Plaza, Beside IDBI Bank, Race Course Road,  ., Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara","North Indian, Mughlai, Mexican, Thai",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,395
VADRES06DEL02,30,4.6,22.31279,73.170283,22.33279,73.190283,"Monday, January 3, 2022",9:25:00 AM,9:40:00 AM,Fog,Low,0,Buffet,motorcycle,1,No,Metropolitian,29,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
KNPRES010DEL01,34,4.8,26.47775,80.351569,26.48775,80.361569,"Tuesday, February 15, 2022",8:50:00 AM,8:55:00 AM,Cloudy,Low,0,Buffet,motorcycle,1,No,Metropolitian,23,2300018,Little Chef,1,India,Kanpur,"15/198- A, Near Civil Court, Civil Lines, Near, Mall Road, Kanpur",Mall Road,"Mall Road, Kanpur","North Indian, Fast Food",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,158
VADRES06DEL02,32,4.9,22.31279,73.170283,22.44279,73.300283,"Monday, March 14, 2022",7:30:00 PM,7:45:00 PM,Cloudy,Jam,0,Meal,motorcycle,1,No,Metropolitian,41,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES20DEL03,25,4.9,22.311358,73.164798,22.401358,73.254798,"Friday, June 3, 2022",11:20:00 PM,11:25:00 PM,Cloudy,Low,0,Drinks,motorcycle,1,No,Metropolitian,21,3200034,Tomato's,1,India,Vadodara,"1st Floor, Aditi Plaza, Beside IDBI Bank, Race Course Road,  ., Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara","North Indian, Mughlai, Mexican, Thai",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,395
BHPRES06DEL02,34,4.9,23.232357,77.429989,23.252357,77.449989,"Thursday, February 17, 2022",8:30:00 AM,8:35:00 AM,Fog,Low,0,Meal,motorcycle,1,No,Metropolitian,24,2600031,10 Downing Street,1,India,Bhopal,"Third Floor, DB City Mall, Maharana Pratap Nagar, Bhopal","DB City, Maharana Pratap Nagar","DB City, Maharana Pratap Nagar, Bhopal","North Indian, Chinese",1000,Indian Rupees(Rs.),No,No,No,3,4,Green,Very Good,257
VADRES06DEL02,24,4,22.31279,73.170283,22.33279,73.190283,"Thursday, March 17, 2022",8:15:00 AM,8:25:00 AM,Windy,Low,0,Snack,motorcycle,1,No,Metropolitian,25,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES06DEL03,39,4.7,22.31279,73.170283,22.37279,73.230283,"Monday, March 21, 2022",9:15:00 PM,9:25:00 PM,Sunny,Jam,0,Snack,motorcycle,1,No,Metropolitian,29,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES20DEL01,32,4.8,22.311358,73.164798,22.351358,73.204798,"Tuesday, January 4, 2022",4:25:00 PM,4:35:00 PM,Fog,Medium,0,Buffet,motorcycle,1,No,Metropolitian,25,3200034,Tomato's,1,India,Vadodara,"1st Floor, Aditi Plaza, Beside IDBI Bank, Race Course Road,  ., Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara","North Indian, Mughlai, Mexican, Thai",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,395
VADRES06DEL03,34,3.5,22.31279,73.170283,22.40279,73.260283,"Monday, March 14, 2022",11:30:00 PM,11:45:00 PM,Sunny,Low,0,Meal,motorcycle,1,No,Metropolitian,32,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES20DEL03,29,4.7,22.311358,73.164798,22.341358,73.194798,"Thursday, November 3, 2022",5:35:00 PM,5:45:00 PM,Sandstorms,Medium,0,Meal,motorcycle,1,No,Metropolitian,14,3200034,Tomato's,1,India,Vadodara,"1st Floor, Aditi Plaza, Beside IDBI Bank, Race Course Road,  ., Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara","North Indian, Mughlai, Mexican, Thai",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,395
VADRES06DEL02,35,4.2,22.31279,73.170283,22.39279,73.250283,"Sunday, April 3, 2022",5:25:00 PM,5:40:00 PM,Stormy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,38,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES20DEL01,27,5,22.311358,73.164798,22.421358,73.274798,"Monday, April 4, 2022",6:15:00 PM,6:25:00 PM,Fog,Medium,0,Meal,motorcycle,1,No,Metropolitian,34,3200034,Tomato's,1,India,Vadodara,"1st Floor, Aditi Plaza, Beside IDBI Bank, Race Course Road,  ., Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara","North Indian, Mughlai, Mexican, Thai",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,395
VADRES20DEL02,23,4.4,22.311358,73.164798,22.331358,73.184798,"Wednesday, March 30, 2022",9:25:00 AM,9:40:00 AM,Windy,Low,0,Buffet,motorcycle,0,No,Metropolitian,24,3200034,Tomato's,1,India,Vadodara,"1st Floor, Aditi Plaza, Beside IDBI Bank, Race Course Road,  ., Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara","North Indian, Mughlai, Mexican, Thai",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,395
VADRES06DEL03,38,4.6,22.31279,73.170283,22.40279,73.260283,"Saturday, December 3, 2022",5:50:00 PM,5:55:00 PM,Fog,Medium,0,Buffet,motorcycle,1,No,Metropolitian,37,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES06DEL01,36,4.6,22.31279,73.170283,22.42279,73.280283,"Friday, March 25, 2022",9:30:00 PM,9:40:00 PM,Cloudy,Jam,0,Meal,motorcycle,1,No,Metropolitian,51,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES20DEL02,29,4.8,22.311358,73.164798,22.391358,73.244798,"Friday, June 3, 2022",10:35:00 PM,10:50:00 PM,Sunny,Low,0,Snack,motorcycle,1,No,Metropolitian,20,3200034,Tomato's,1,India,Vadodara,"1st Floor, Aditi Plaza, Beside IDBI Bank, Race Course Road,  ., Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara","North Indian, Mughlai, Mexican, Thai",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,395
VADRES06DEL01,26,4.2,22.31279,73.170283,22.35279,73.210283,"Thursday, March 17, 2022",1:20:00 PM,1:35:00 PM,Windy,High,0,Buffet,motorcycle,1,No,Metropolitian,38,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES06DEL02,25,4.7,22.31279,73.170283,22.44279,73.300283,"Friday, June 3, 2022",7:10:00 PM,7:20:00 PM,Cloudy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,36,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES06DEL01,23,4.8,22.31279,73.170283,22.42279,73.280283,"Tuesday, March 29, 2022",7:35:00 PM,7:45:00 PM,Windy,Jam,0,Meal,motorcycle,1,No,Metropolitian,32,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES06DEL03,38,4.7,22.31279,73.170283,22.40279,73.260283,"Monday, April 4, 2022",11:40:00 PM,11:45:00 PM,Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian,25,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES06DEL02,21,4.7,22.31279,73.170283,22.39279,73.250283,"Wednesday, August 3, 2022",5:10:00 PM,5:25:00 PM,Sunny,Medium,0,Snack,motorcycle,1,No,Metropolitian,28,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES20DEL03,26,5,22.311358,73.164798,22.401358,73.254798,"Sunday, March 20, 2022",8:15:00 PM,8:30:00 PM,Cloudy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,37,3200034,Tomato's,1,India,Vadodara,"1st Floor, Aditi Plaza, Beside IDBI Bank, Race Course Road,  ., Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara","North Indian, Mughlai, Mexican, Thai",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,395
KNPRES010DEL01,20,4.7,26.47775,80.351569,26.54775,80.421569,"Friday, February 18, 2022",11:30:00 PM,11:45:00 PM,Sandstorms,Low,0,Snack,motorcycle,0,No,Metropolitian,18,2300018,Little Chef,1,India,Kanpur,"15/198- A, Near Civil Court, Civil Lines, Near, Mall Road, Kanpur",Mall Road,"Mall Road, Kanpur","North Indian, Fast Food",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,158
VADRES06DEL03,25,4.9,22.31279,73.170283,22.37279,73.230283,"Wednesday, May 4, 2022",11:40:00 PM,11:55:00 PM,Cloudy,Low,0,Drinks,motorcycle,1,No,Metropolitian,16,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES20DEL03,34,4.6,22.311358,73.164798,22.371358,73.224798,"Tuesday, March 15, 2022",6:20:00 PM,6:35:00 PM,Windy,Medium,0,Buffet,motorcycle,0,No,Metropolitian,27,3200034,Tomato's,1,India,Vadodara,"1st Floor, Aditi Plaza, Beside IDBI Bank, Race Course Road,  ., Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara","North Indian, Mughlai, Mexican, Thai",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,395
VADRES06DEL02,28,5,22.31279,73.170283,22.36279,73.220283,"Saturday, March 19, 2022",5:40:00 PM,5:55:00 PM,Stormy,Medium,0,Buffet,motorcycle,0,No,Metropolitian,12,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES20DEL02,23,5,22.311358,73.164798,22.441358,73.294798,"Friday, June 3, 2022",6:35:00 PM,6:40:00 PM,Sandstorms,Medium,0,Buffet,motorcycle,1,No,Metropolitian,27,3200034,Tomato's,1,India,Vadodara,"1st Floor, Aditi Plaza, Beside IDBI Bank, Race Course Road,  ., Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara","North Indian, Mughlai, Mexican, Thai",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,395
KNPRES010DEL03,33,4.6,26.47775,80.351569,26.56775,80.441569,"Monday, February 14, 2022",9:40:00 PM,9:55:00 PM,Windy,Jam,0,Snack,motorcycle,1,No,Metropolitian,44,2300018,Little Chef,1,India,Kanpur,"15/198- A, Near Civil Court, Civil Lines, Near, Mall Road, Kanpur",Mall Road,"Mall Road, Kanpur","North Indian, Fast Food",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,158
VADRES06DEL01,33,4.8,22.31279,73.170283,22.38279,73.240283,"Thursday, March 31, 2022",11:15:00 PM,11:20:00 PM,Fog,Low,0,Drinks,motorcycle,1,No,Metropolitian,44,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES06DEL02,34,5,22.31279,73.170283,22.33279,73.190283,"Tuesday, May 3, 2022",9:15:00 AM,9:20:00 AM,Sunny,Low,0,Meal,motorcycle,1,No,Metropolitian,22,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES20DEL01,36,4.7,22.311358,73.164798,22.351358,73.204798,"Tuesday, March 15, 2022",2:40:00 PM,2:45:00 PM,Stormy,High,0,Meal,motorcycle,1,No,Metropolitian,32,3200034,Tomato's,1,India,Vadodara,"1st Floor, Aditi Plaza, Beside IDBI Bank, Race Course Road,  ., Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara","North Indian, Mughlai, Mexican, Thai",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,395
VADRES20DEL01,27,4.8,22.311358,73.164798,22.421358,73.274798,"Wednesday, August 3, 2022",7:10:00 PM,7:20:00 PM,Windy,Jam,0,Snack,motorcycle,1,No,Metropolitian,38,3200034,Tomato's,1,India,Vadodara,"1st Floor, Aditi Plaza, Beside IDBI Bank, Race Course Road,  ., Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara","North Indian, Mughlai, Mexican, Thai",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,395
VADRES20DEL01,36,4.9,22.311358,73.164798,22.381358,73.234798,"Thursday, February 3, 2022",8:35:00 PM,8:45:00 PM,Sandstorms,Jam,0,Drinks,motorcycle,1,No,Metropolitian,37,3200034,Tomato's,1,India,Vadodara,"1st Floor, Aditi Plaza, Beside IDBI Bank, Race Course Road,  ., Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara","North Indian, Mughlai, Mexican, Thai",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,395
VADRES06DEL02,31,4.5,22.31279,73.170283,22.39279,73.250283,"Wednesday, March 16, 2022",6:10:00 PM,6:20:00 PM,Fog,Medium,0,Buffet,motorcycle,1,No,Metropolitian,40,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
BHPRES06DEL03,30,4.5,23.232357,77.429989,23.322357,77.519989,"Wednesday, February 16, 2022",5:20:00 PM,5:25:00 PM,Fog,Medium,0,Buffet,motorcycle,0,No,Metropolitian,38,2600031,10 Downing Street,1,India,Bhopal,"Third Floor, DB City Mall, Maharana Pratap Nagar, Bhopal","DB City, Maharana Pratap Nagar","DB City, Maharana Pratap Nagar, Bhopal","North Indian, Chinese",1000,Indian Rupees(Rs.),No,No,No,3,4,Green,Very Good,257
VADRES06DEL02,38,4.5,22.31279,73.170283,22.33279,73.190283,"Thursday, March 24, 2022",8:35:00 AM,8:50:00 AM,Windy,Low,0,Snack,motorcycle,1,No,Metropolitian,29,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES06DEL01,32,4.8,22.31279,73.170283,22.35279,73.210283,"Thursday, November 3, 2022",3:55:00 PM,4:10:00 PM,Sandstorms,Medium,0,Drinks,motorcycle,0,No,Metropolitian,29,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
VADRES06DEL01,34,4.3,22.31279,73.170283,22.42279,73.280283,"Monday, April 4, 2022",6:25:00 PM,6:40:00 PM,Windy,Medium,0,Buffet,motorcycle,0,No,Metropolitian,35,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
